Date,Open,High,Low,Close,Volume,Adj Close
11/18/2021,4287.802246,4343.557129,3959.227783,4000.650879,21383250893,4000.650879
11/19/2021,3995.729492,4311.713867,3982.91748,4298.306641,20626269711,4298.306641
11/20/2021,4298.350586,4434.388184,4209.242676,4409.931152,15448261277,4409.931152
11/21/2021,4412.195313,4422.491699,4255.455078,4269.73291,14094831413,4269.73291
11/22/2021,4266.509277,4302.022949,4033.572266,4088.457764,19752218877,4088.457764
11/23/2021,4089.68042,4385.483398,4069.766602,4340.763672,22133497059,4340.763672
11/24/2021,4340.036133,4376.875977,4176.183594,4239.981445,21838037128,4239.981445
11/25/2021,4271.394531,4550.518066,4249.774414,4274.743164,18705358318,4274.743164
11/26/2021,4522.208984,4550.842285,3933.506592,4030.908936,26281795488,4030.908936
11/27/2021,4042.999023,4187.684082,4033.513916,4096.912109,16515693874,4096.912109
11/28/2021,4101.648926,4297.916504,3989.969971,4294.453613,15953126340,4294.453613
11/29/2021,4296.946777,4460.848633,4284.504883,4445.10498,19086475837,4445.10498
11/30/2021,4447.768066,4753.266113,4358.074219,4631.479004,28626354111,4631.479004
12/1/2021,4623.679688,4780.732422,4530.272461,4586.990234,27634826695,4586.990234
12/2/2021,4586.333008,4628.919922,4441.507813,4511.302246,21502671027,4511.302246
12/3/2021,4514.355957,4647.289063,4100.145508,4220.706055,25879591528,4220.706055
12/4/2021,4227.762207,4242.725586,3525.494141,4119.587402,38478999182,4119.587402
12/5/2021,4119.628906,4246.92334,4040.217529,4198.322754,25533062707,4198.322754
12/6/2021,4199,4375.520508,3930.806641,4358.737305,28229518513,4358.737305
12/7/2021,4358.586914,4428.589355,4264.32373,4315.061523,22366213354,4315.061523
12/8/2021,4311.674316,4453.112305,4234.537598,4439.35791,18704315119,4439.35791
12/9/2021,4433.024902,4482.313965,4078.844238,4119.815918,22296131874,4119.815918
12/10/2021,4113.588379,4227.111816,3897.767578,3908.496094,28014595631,3908.496094
12/11/2021,3909.667725,4095.648438,3846.054443,4084.452393,19131502454,4084.452393
12/12/2021,4084.811279,4173.608887,3993.055908,4134.453125,14057603914,4134.453125
12/13/2021,4136.359863,4145.955078,3680.609131,3784.226807,23999841386,3784.226807
12/14/2021,3782.822754,3866.633789,3700.104736,3745.44043,23836759957,3745.44043
12/15/2021,3862.251465,4086.372803,3664.719971,4018.388672,26411188833,4018.388672
12/16/2021,4020.415039,4110.368652,3956.057129,3962.469727,19825531254,3962.469727
12/17/2021,3959.012451,3992.79248,3711.424561,3879.486572,23143541098,3879.486572
12/18/2021,3880.291504,3993.829834,3774.61499,3960.860107,19530895889,3960.860107
12/19/2021,3962.564697,4018.658447,3907.54541,3949.312012,16521360384,3949.312012
